,ID,Investigation_Type,Accident_NO,Date,Country,Injury_Severity,Damage,Reg_Number,Make,Model,Amateur_Built,No_of_Engines,Engine_Type,Schedule,Purpose_of_flight,Major_Injuries,Minor_Injuries,Uninjured,Weather_Condition,Report_Status,Publication_Date,Total_Injuries,Year,Month,State_Abbr,Location_Name,US_State,Abbreviation
3299,20001213X27831,Accident,ATL89LA096,1989-03-04,United States,Non-Fatal,Substantial,N25524,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,29-03-1991,2.0,1989,3,TN,BLOUNTVILLE,Tennessee,TN
3300,20001213X27966,Accident,MKC89LA074,1989-03-05,United States,Non-Fatal,Substantial,N5371D,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,28-09-1990,0.0,1989,3,IA,CRESCO,Iowa,IA
3301,20001213X27861,Accident,CHI89LA055,1989-03-05,United States,Non-Fatal,Substantial,N5315D,Cessna,172N,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,22-01-1991,0.0,1989,3,WI,SUPERIOR,Wisconsin,WI
3302,20001213X27933,Accident,MIA89FA098,1989-03-06,United States,Fatal(2),Destroyed,N47115,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,0.0,VMC,Probable Cause,22-05-1990,0.0,1989,3,FL,FORT LAUDERDALE,Florida,FL
3303,20001213X27848,Accident,BFO89FA020,1989-03-06,United States,Fatal(1),Destroyed,N24236,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,UNK,Probable Cause,10-06-1991,0.0,1989,3,DE,TOWNSEND,Delaware,DE
3304,20001213X27988,Accident,NYC89LA094,1989-03-08,United States,Non-Fatal,Substantial,N94252,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,24-04-1990,0.0,1989,3,NJ,LINCOLN PARK,New Jersey,NJ
3305,20001213X27878,Accident,DEN89LA086,1989-03-09,United States,Non-Fatal,Substantial,N3613U,Cessna,182,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,24-04-1990,0.0,1989,3,UT,TOOELE,Utah,UT
3306,20001213X27968,Accident,MKC89LA076,1989-03-10,United States,Non-Fatal,Substantial,N8079S,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,28-09-1990,0.0,1989,3,MO,MONROE CITY,Missouri,MO
3307,20001213X27836,Accident,ATL89LA103,1989-03-11,United States,Non-Fatal,Substantial,N13188,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,29-03-1991,0.0,1989,3,NC,SANFORD,North Carolina,NC
3308,20001213X27945,Accident,MIA89LA103,1989-03-11,United States,Non-Fatal,Substantial,N182BH,Cessna,182,No,1.0,Reciprocating,,Unknown,0.0,1.0,0.0,VMC,Probable Cause,28-06-1991,1.0,1989,3,FL,JACKSONVILLE,Florida,FL
3309,20001213X27948,Accident,MIA89LA106,1989-03-12,United States,Non-Fatal,Substantial,N4948H,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,24-04-1990,0.0,1989,3,MS,OLIVE BRANCH,Mississippi,MS
3310,20001213X27947,Accident,MIA89LA105,1989-03-12,United States,Non-Fatal,Substantial,N66374,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,10-06-1991,0.0,1989,3,FL,ARCADIA,Florida,FL
3311,20001213X27919,Accident,LAX89LA126,1989-03-15,United States,Non-Fatal,Substantial,N51313,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,3.0,0.0,VMC,Probable Cause,29-03-1991,3.0,1989,3,CA,RIO VISTA,California,CA
3312,20001213X27937,Accident,MIA89FA109,1989-03-16,United States,Fatal(2),Destroyed,N80542,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,24-04-1990,0.0,1989,3,MS,PASCAGOULA,Mississippi,MS
3313,20001213X27991,Accident,NYC89LA102,1989-03-16,United States,Non-Fatal,Substantial,N5517R,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,1.0,0.0,VMC,Probable Cause,22-05-1990,1.0,1989,3,PA,HONESDALE,Pennsylvania,PA
3314,20001213X27838,Accident,ATL89LA107,1989-03-16,United States,Non-Fatal,Substantial,N73944,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,1.0,1.0,VMC,Probable Cause,11-07-1990,1.0,1989,3,GA,SWAINSBORO,Georgia,GA
3315,20001213X27898,Accident,FTW89LA068,1989-03-17,United States,Non-Fatal,Destroyed,N5280R,Cessna,172M,No,1.0,Reciprocating,,Personal,1.0,1.0,0.0,IMC,Probable Cause,05-09-1990,2.0,1989,3,TX,GALVESTON,Texas,TX
3316,20001213X27921,Accident,LAX89LA128,1989-03-19,United States,Non-Fatal,Destroyed,N49925,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,19-04-1990,2.0,1989,3,CA,SAN JOSE,California,CA
3317,20001213X27856,Accident,CHI89FA061,1989-03-22,United States,Fatal(1),Destroyed,N66688,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,0.0,0.0,VMC,Probable Cause,22-01-1991,0.0,1989,3,MI,CORUNNA,Michigan,MI
3318,20001213X27924,Accident,LAX89LA132,1989-03-24,United States,Non-Fatal,Substantial,N63229,Cessna,172P,No,1.0,Reciprocating,,Instructional,0.0,1.0,1.0,VMC,Probable Cause,12-03-1990,1.0,1989,3,CA,OCEANSIDE,California,CA
3319,20001213X27976,Accident,MKC89LA086,1989-03-26,United States,Non-Fatal,Substantial,N3832J,Cessna,150,No,1.0,Reciprocating,,Personal,1.0,0.0,0.0,VMC,Probable Cause,31-01-1991,1.0,1989,3,NE,PAPILLION,Nebraska,NE
3320,20001213X27900,Accident,FTW89LA071,1989-03-26,United States,Non-Fatal,Substantial,N45940,Cessna,152,No,1.0,Reciprocating,,Instructional,1.0,0.0,0.0,VMC,Probable Cause,05-09-1990,1.0,1989,3,TX,FORT WORTH,Texas,TX
3321,20001213X27854,Accident,CHI89DEP02,1989-03-27,United States,Non-Fatal,Substantial,N9578V,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,25-03-1991,0.0,1989,3,WI,WEST BEND,Wisconsin,WI
3322,20001213X27928,Accident,LAX89LA139,1989-03-28,United States,Non-Fatal,Substantial,N20356,Cessna,172,No,1.0,Reciprocating,,Personal,1.0,0.0,0.0,VMC,Probable Cause,02-08-1990,1.0,1989,3,CA,SANTA BARBARA,California,CA
3323,20001213X27927,Accident,LAX89LA138,1989-03-28,United States,Non-Fatal,Substantial,N7592U,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,28-06-1991,2.0,1989,3,AZ,MESA,Arizona,AZ
3324,20001213X27885,Accident,DEN89LA096,1989-03-28,United States,Non-Fatal,Substantial,N4756B,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,24-04-1990,0.0,1989,3,CO,BOULDER,Colorado,CO
3325,20001213X28005,Accident,SEA89LA060,1989-03-30,United States,Non-Fatal,Substantial,N2936C,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,12-03-1990,0.0,1989,3,WA,TACOMA,Washington,WA
3326,20001213X27886,Accident,DEN89LA097,1989-03-31,United States,Non-Fatal,Substantial,N6071K,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,24-04-1990,0.0,1989,3,ND,GARRISON,North Dakota,ND
3327,20001213X28025,Accident,ATL89LA119,1989-04-01,United States,Non-Fatal,Substantial,N6475Q,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,TN,BOLIVAR,Tennessee,TN
3328,20001213X28202,Accident,SEA89GA064,1989-04-02,United States,Non-Fatal,Destroyed,N99713,Cessna,172P,No,1.0,Reciprocating,,Public Aircraft,0.0,3.0,0.0,VMC,Probable Cause,12-03-1990,3.0,1989,4,NV,HAWTHORNE,Nevada,NV
3329,20001213X28145,Accident,MIA89LA120,1989-04-02,United States,Non-Fatal,Substantial,N80436,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,28-06-1991,0.0,1989,4,MS,COLUMBIA,Mississippi,MS
3330,20001213X28117,Accident,LAX89LA150,1989-04-05,United States,Non-Fatal,Substantial,N248ER,Cessna,172N,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,19-04-1990,0.0,1989,4,AZ,PRESCOTT,Arizona,AZ
3331,20001213X28055,Accident,CHI89FA069,1989-04-06,United States,Fatal(2),Destroyed,N3892V,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,0.0,0.0,VMC,Probable Cause,10-12-1990,0.0,1989,4,IL,KANKAKEE,Illinois,IL
3332,20001213X28021,Accident,ATL89FA122,1989-04-06,United States,Fatal(1),Destroyed,N5458B,Cessna,182,No,1.0,Reciprocating,,Business,0.0,0.0,0.0,VMC,Probable Cause,22-08-1990,0.0,1989,4,GA,LUTHERSVILLE,Georgia,GA
3333,20001213X28168,Accident,MKC89LA087,1989-04-06,United States,Non-Fatal,Substantial,N7510K,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,4,MN,MARSHALL,Minnesota,MN
3334,20001213X28061,Accident,CHI89LA070,1989-04-07,United States,Non-Fatal,Substantial,N66988,Cessna,152,No,1.0,Reciprocating,,Instructional,1.0,0.0,0.0,VMC,Probable Cause,25-03-1991,1.0,1989,4,IL,BUNKER HILL,Illinois,IL
3335,20001213X28150,Accident,MIA89LA128,1989-04-09,United States,Non-Fatal,Substantial,N80440,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,29-03-1991,0.0,1989,4,FL,WEST PALM BEACH,Florida,FL
3336,20001213X28122,Accident,LAX89LA155,1989-04-09,United States,Non-Fatal,Substantial,N25884,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,28-09-1990,0.0,1989,4,CA,IRWINDALE,California,CA
3337,20001213X28121,Accident,LAX89LA154,1989-04-09,United States,Non-Fatal,Substantial,N4602L,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,CA,TAFT,California,CA
3338,20001213X28190,Accident,NYC89LA119,1989-04-10,United States,Non-Fatal,Substantial,N94822,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,24-04-1990,0.0,1989,4,MA,BEDFORD,Massachusetts,MA
3339,20001213X28108,Accident,LAX89FA157,1989-04-11,United States,Non-Fatal,Substantial,N24807,Cessna,152,No,1.0,Reciprocating,,Personal,1.0,0.0,0.0,IMC,Probable Cause,22-05-1990,1.0,1989,4,CA,CHINO,California,CA
3340,20001213X28124,Accident,LAX89LA158,1989-04-12,United States,Non-Fatal,Substantial,N6253D,Cessna,172N,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,22-08-1990,0.0,1989,4,CA,EUREKA,California,CA
3341,20001213X28031,Accident,ATL89LA127,1989-04-12,United States,Non-Fatal,Substantial,N4898G,Cessna,172,No,1.0,Reciprocating,,Aerial Observation,0.0,0.0,2.0,VMC,Probable Cause,24-04-1990,0.0,1989,4,OH,XENIA,Ohio,OH
3342,20001213X28205,Accident,SEA89LA069,1989-04-13,United States,Non-Fatal,Substantial,N4811D,Cessna,182,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,4,OR,ARLINGTON,Oregon,OR
3343,20001213X28188,Accident,NYC89LA117,1989-04-14,United States,Non-Fatal,Substantial,N9946Q,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,24-10-1990,0.0,1989,4,PA,PALMYRA,Pennsylvania,PA
3344,20001213X28042,Accident,BFO89FA027,1989-04-15,United States,Fatal(1),Destroyed,N93748,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,0.0,VMC,Probable Cause,05-03-1990,0.0,1989,4,IL,WEST CHICAGO,Illinois,IL
3345,20001213X28096,Accident,FTW89LA082,1989-04-15,United States,Non-Fatal,Substantial,N4870B,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,4,TX,ADDISON,Texas,TX
3346,20001213X28033,Accident,ATL89LA129,1989-04-15,United States,Non-Fatal,Substantial,N757HJ,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,15-02-1991,0.0,1989,4,OH,GRATIS,Ohio,OH
3347,20001213X28191,Accident,NYC89LA120,1989-04-17,United States,Non-Fatal,Substantial,N6105E,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,NY,SO. BETHLEHEM,New York,NY
3348,20001213X28015,Accident,ANC89LA060,1989-04-17,United States,Non-Fatal,Substantial,N6479L,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,28-09-1990,0.0,1989,4,AK,KENAI,Alaska,AK
3349,20001213X28128,Accident,LAX89LA164,1989-04-18,United States,Non-Fatal,Substantial,N1490T,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,CA,FRESNO,California,CA
3350,20001213X28155,Accident,MIA89LA135,1989-04-21,United States,Non-Fatal,Substantial,N51344,Cessna,150M,No,1.0,Reciprocating,,Personal,1.0,0.0,0.0,VMC,Probable Cause,02-08-1990,1.0,1989,4,MS,OLIVE BRANCH,Mississippi,MS
3351,20001213X28175,Accident,MKC89LA097,1989-04-22,United States,Non-Fatal,Substantial,N19220,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,28-06-1991,0.0,1989,4,MO,CREVE COUER,Missouri,MO
3352,20001213X28166,Accident,MKC89FA096,1989-04-23,United States,Non-Fatal,Substantial,N4315J,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,1.0,1.0,0.0,VMC,Probable Cause,22-08-1990,2.0,1989,4,KS,WELLSVILLE,Kansas,KS
3353,20001213X28156,Accident,MIA89LA136,1989-04-23,United States,Non-Fatal,Substantial,N704XE,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,28-06-1991,0.0,1989,4,FL,MIAMI,Florida,FL
3354,20001213X28098,Accident,FTW89LA084,1989-04-24,United States,Non-Fatal,Substantial,N63467,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,30-09-1991,0.0,1989,4,TX,SAN ANTONIO,Texas,TX
3355,20001213X28086,Accident,DEN89LA112,1989-04-24,United States,Non-Fatal,Substantial,N49177,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,22-08-1990,0.0,1989,4,UT,OGDEN,Utah,UT
3356,20001213X28016,Accident,ANC89LA061,1989-04-24,United States,Non-Fatal,Substantial,N7652A,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,28-09-1990,0.0,1989,4,AK,FAIRBANKS,Alaska,AK
3357,20001213X28143,Accident,MIA89FA137,1989-04-25,United States,Non-Fatal,Destroyed,N3004V,Cessna,150M,No,1.0,Reciprocating,,Personal,1.0,0.0,0.0,VMC,Probable Cause,22-08-1990,1.0,1989,4,FL,MIRAMAR,Florida,FL
3358,20001213X28135,Accident,LAX89LA172,1989-04-25,United States,Non-Fatal,Substantial,N6073W,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,CA,CHINO,California,CA
3359,20001213X28067,Accident,CHI89LA077,1989-04-25,United States,Non-Fatal,Substantial,N5498B,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,18-06-1990,0.0,1989,4,IL,CAHOKIA,Illinois,IL
3360,20001213X28049,Accident,BFO89LA032,1989-04-25,United States,Non-Fatal,Substantial,N6558L,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,4,VA,MANASSAS,Virginia,VA
3361,20001213X28040,Accident,ATL89LA138,1989-04-26,United States,Non-Fatal,Substantial,N1595Q,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,24-04-1990,0.0,1989,4,NC,NEW BERN,North Carolina,NC
3362,20001213X28194,Accident,NYC89LA125,1989-04-27,United States,Non-Fatal,Substantial,N757JS,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,4,PA,HANOVER,Pennsylvania,PA
3363,20001213X28102,Accident,FTW89LA088,1989-04-27,United States,Non-Fatal,Substantial,N5160D,Cessna,182,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,09-07-1990,0.0,1989,4,OK,OWASSO,Oklahoma,OK
3364,20001213X28418,Accident,NYC89LA128,1989-05-01,United States,Non-Fatal,Substantial,N45981,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,24-10-1990,0.0,1989,5,VT,BURLINGTON,Vermont,VT
3365,20001213X28400,Accident,MKC89LA101,1989-05-02,United States,Non-Fatal,Substantial,N6436P,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,28-06-1991,0.0,1989,5,MN,BUFFALO,Minnesota,MN
3366,20001213X28314,Accident,FTW89FA090,1989-05-03,United States,Fatal(2),Destroyed,N5253K,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,29-07-1992,0.0,1989,5,TX,BURNET,Texas,TX
3367,20001213X28342,Accident,LAX89LA179,1989-05-03,United States,Non-Fatal,Substantial,N9924N,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,29-03-1991,0.0,1989,5,AZ,COTTONWOOD,Arizona,AZ
3368,20001213X28430,Accident,SEA89LA078,1989-05-04,United States,Non-Fatal,Substantial,N6064R,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,22-01-1991,0.0,1989,5,WA,LYNDEN,Washington,WA
3369,20001213X28399,Accident,MKC89LA100,1989-05-04,United States,Non-Fatal,Substantial,N5092D,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,28-06-1991,2.0,1989,5,MO,WENTZVILLE,Missouri,MO
3370,20001213X28239,Accident,ATL89LA141,1989-05-04,United States,Non-Fatal,Substantial,N47316,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,5,OH,RAVENNA,Ohio,OH
3371,20001213X28333,Accident,LAX89FA181,1989-05-05,United States,Fatal(2),Destroyed,N6301M,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,11-07-1990,0.0,1989,5,CA,PORT SAN LUIS,California,CA
3372,20001213X28334,Accident,LAX89FA182,1989-05-06,United States,Fatal(3),Destroyed,N6129E,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,22-07-1992,0.0,1989,5,CA,INDUSTRY,California,CA
3373,20001213X28433,Accident,SEA89LA081,1989-05-06,United States,Non-Fatal,Substantial,N6575G,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,12-03-1990,0.0,1989,5,OR,YAMHILL,Oregon,OR
3374,20001213X28285,Accident,DEN89FA117,1989-05-06,United States,Non-Fatal,Substantial,N7296J,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,2.0,0.0,0.0,VMC,Probable Cause,22-08-1990,2.0,1989,5,MT,LIVINGSTON,Montana,MT
3375,20001213X28266,Accident,CHI89LA085,1989-05-06,United States,Non-Fatal,Substantial,N25054,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,02-08-1990,0.0,1989,5,MI,FLINT,Michigan,MI
3376,20001213X28403,Accident,MKC89LA106,1989-05-07,United States,Non-Fatal,Substantial,N6411K,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,5,MN,MINNEAPOLIS,Minnesota,MN
3377,20001213X28434,Accident,SEA89LA082,1989-05-08,United States,Non-Fatal,Substantial,CGREV,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,24-10-1990,0.0,1989,5,WA,WOODLAND,Washington,WA
3378,20001213X28394,Accident,MKC89FA107,1989-05-10,United States,Non-Fatal,Substantial,N5357Q,Cessna,152,No,1.0,Reciprocating,,Personal,2.0,0.0,0.0,VMC,Probable Cause,10-12-1990,2.0,1989,5,MN,COTTAGE GROVE,Minnesota,MN
3379,20001213X28243,Accident,ATL89LA147,1989-05-13,United States,Non-Fatal,Substantial,N733VS,Cessna,172N,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,05-09-1990,0.0,1989,5,NC,FUQUAY,North Carolina,NC
3380,20001213X28419,Accident,NYC89LA132,1989-05-14,United States,Non-Fatal,Substantial,N11789,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,24-04-1990,0.0,1989,5,CT,WOODSTOCK,Connecticut,CT
3381,20001213X28406,Accident,MKC89LA112,1989-05-18,United States,Non-Fatal,Substantial,N24984,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,22-05-1990,0.0,1989,5,MO,WARRENSBURG,Missouri,MO
3382,20001213X28244,Accident,ATL89LA148,1989-05-18,United States,Non-Fatal,Substantial,N24334,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,22-05-1990,0.0,1989,5,OH,HINCKLEY,Ohio,OH
3383,20001213X28380,Accident,MIA89LA150,1989-05-20,United States,Non-Fatal,Substantial,N5313B,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,22-08-1990,0.0,1989,5,FL,MARCO,Florida,FL
3384,20001213X28417,Accident,NYC89FA135A,1989-05-21,United States,Fatal(2),Minor,N1272U,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,10-12-1990,2.0,1989,5,VT,BRADFORD,Vermont,VT
3385,20001213X28381,Accident,MIA89LA152,1989-05-22,United States,Non-Fatal,Substantial,N9139H,Cessna,172M,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,22-08-1990,1.0,1989,5,FL,OKEECHOBEE,Florida,FL
3386,20001213X28222,Accident,ANC89LA077,1989-05-23,United States,Non-Fatal,Substantial,N9944V,Cessna,180,No,1.0,Reciprocating,NSCH,Unknown,1.0,2.0,0.0,VMC,Probable Cause,28-06-1991,3.0,1989,5,AK,GREEN ISLAND,Alaska,AK
3387,20001213X28368,Accident,MIA89FA154,1989-05-24,United States,Non-Fatal,Substantial,N714UQ,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,18-06-1990,1.0,1989,5,FL,FORT PIERCE,Florida,FL
3388,20001213X28372,Accident,MIA89GA155,1989-05-25,United States,Fatal(2),Destroyed,N65777,Cessna,172P,No,1.0,Reciprocating,,Public Aircraft,0.0,0.0,0.0,VMC,Probable Cause,05-09-1990,0.0,1989,5,FL,DAVIE,Florida,FL
3389,20001213X28329,Accident,FTW89LA105,1989-05-25,United States,Non-Fatal,Substantial,N6434J,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,29-07-1992,0.0,1989,5,TX,ADDISON,Texas,TX
3390,20001213X28409,Accident,MKC89LA115,1989-05-26,United States,Non-Fatal,Substantial,N45JB,Cessna,180,No,1.0,Reciprocating,,Business,0.0,0.0,1.0,VMC,Probable Cause,22-05-1990,0.0,1989,5,MN,DULUTH,Minnesota,MN
3391,20001213X28359,Accident,LAX89LA204,1989-05-26,United States,Non-Fatal,Substantial,N24521,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,29-03-1991,1.0,1989,5,CA,CONCORD,California,CA
3392,20001213X28398,Accident,MKC89FA117,1989-05-28,United States,Non-Fatal,Substantial,N9646H,Cessna,172M,No,1.0,Reciprocating,,Personal,2.0,0.0,0.0,VMC,Probable Cause,11-07-1990,2.0,1989,5,AR,OAKLAND,Arkansas,AR
3393,20001213X28363,Accident,LAX89LA208A,1989-05-30,United States,Non-Fatal,Minor,N737WR,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,22-05-1990,0.0,1989,5,CA,SACRAMENTO,California,CA
3394,20001213X28249,Accident,ATL89LA155,1989-05-30,United States,Non-Fatal,Substantial,N1115T,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,1.0,1.0,VMC,Probable Cause,22-05-1990,1.0,1989,5,NC,TRINITY,North Carolina,NC
3395,20001213X28619,Accident,MIA89LA171,1989-06-03,United States,Non-Fatal,Substantial,N8782G,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,09-07-1990,2.0,1989,6,MS,PICAYUNE,Mississippi,MS
3396,20001213X28530,Accident,CHI89LA105,1989-06-03,United States,Non-Fatal,Substantial,N63452,Cessna,150,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,30-09-1991,1.0,1989,6,OH,ANSONIA,Ohio,OH
3397,20001213X28618,Accident,MIA89LA170,1989-06-04,United States,Non-Fatal,Substantial,N6013E,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,22-08-1990,0.0,1989,6,FL,CEDAR KEY,Florida,FL
3398,20001213X28617,Accident,MIA89LA169,1989-06-04,United States,Non-Fatal,Substantial,N94622,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,22-05-1990,0.0,1989,6,FL,FORT LAUDERDALE,Florida,FL
3399,20001213X28503,Accident,BFO89LA041,1989-06-04,United States,Non-Fatal,Substantial,N69271,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,18-06-1990,0.0,1989,6,DE,DOVER AFB,Delaware,DE
3400,20001213X28630,Accident,MKC89LA127,1989-06-06,United States,Non-Fatal,Substantial,N63535,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,19-04-1990,0.0,1989,6,AR,PINE BLUFF,Arkansas,AR
3401,20001213X28553,Accident,DEN89LA137,1989-06-10,United States,Non-Fatal,Substantial,N92299,Cessna,182,No,1.0,Reciprocating,NSCH,Unknown,0.0,0.0,4.0,VMC,Probable Cause,09-07-1990,0.0,1989,6,UT,MOAB,Utah,UT
